size,trial,train_tp,train_fn,train_fp,train_tn,test_tp,test_fn,test_fp,test_tn,tree_size,tree_depth,root_attribute
80,0,47,0,0,33,10,3,1,6,17,5,Safe Situation
80,1,49,0,0,31,11,0,0,9,23,5,Safe Situation
80,2,50,0,0,30,10,0,0,10,23,5,Safe Situation
80,3,46,0,0,34,14,0,0,6,23,5,Safe Situation
80,4,49,0,0,31,11,0,1,8,25,6,Safe Situation
80,5,48,0,0,32,12,0,1,7,25,6,Safe Situation
80,6,49,0,0,31,11,0,0,9,25,6,Safe Situation
80,7,49,0,0,31,11,0,0,9,23,5,Safe Situation
80,8,46,0,0,34,14,0,0,6,23,5,Safe Situation
80,9,49,0,0,31,11,0,3,6,23,5,Safe Situation
80,10,50,0,0,30,10,0,2,8,23,5,Safe Situation
80,11,50,0,0,30,10,0,0,10,23,5,Safe Situation
80,12,49,0,0,31,11,0,0,9,23,5,Safe Situation
80,13,50,0,0,30,10,0,2,8,23,5,Safe Situation
80,14,47,0,0,33,13,0,0,7,23,5,Safe Situation
80,15,46,0,0,34,13,1,1,5,25,6,Safe Situation
80,16,48,0,0,32,12,0,2,6,23,5,Safe Situation
80,17,47,0,0,33,13,0,0,7,23,5,Safe Situation
80,18,48,0,0,32,12,0,2,6,23,5,Safe Situation
80,19,47,0,0,33,13,0,0,7,23,5,Safe Situation
80,20,45,0,0,35,13,2,0,5,17,5,Safe Situation
80,21,45,0,0,35,15,0,0,5,23,5,Safe Situation
80,22,48,0,0,32,12,0,0,8,23,5,Safe Situation
80,23,45,0,0,35,14,1,1,4,23,5,Safe Situation
80,24,47,0,0,33,13,0,2,5,23,5,Safe Situation
80,25,49,0,0,31,11,0,0,9,23,5,Safe Situation
80,26,47,0,0,33,13,0,2,5,23,5,Safe Situation
80,27,49,0,0,31,10,1,1,8,23,5,Safe Situation
80,28,48,0,0,32,12,0,0,8,23,5,Safe Situation
80,29,50,0,0,30,10,0,0,10,23,5,Safe Situation
80,30,47,0,0,33,13,0,0,7,23,5,Safe Situation
80,31,46,0,0,34,14,0,0,6,25,6,Safe Situation
80,32,52,0,0,28,7,1,3,9,25,6,Safe Situation
80,33,46,0,0,34,14,0,0,6,25,6,Safe Situation
80,34,47,0,0,33,13,0,0,7,23,5,Safe Situation
80,35,49,0,0,31,11,0,0,9,25,6,Safe Situation
80,36,47,0,0,33,13,0,0,7,23,5,Safe Situation
80,37,48,0,0,32,12,0,0,8,25,6,Safe Situation
80,38,49,0,0,31,10,1,2,7,25,6,Safe Situation
80,39,50,0,0,30,9,1,0,10,25,6,Safe Situation
80,40,50,0,0,30,10,0,0,10,23,5,Safe Situation
80,41,49,0,0,31,11,0,0,9,23,5,Safe Situation
80,42,45,0,0,35,14,1,1,4,23,5,Safe Situation
80,43,49,0,0,31,11,0,2,7,23,5,Safe Situation
80,44,48,0,0,32,9,3,2,6,17,5,Safe Situation
80,45,48,0,0,32,12,0,0,8,23,5,Safe Situation
80,46,52,0,0,28,8,0,0,12,23,5,Safe Situation
80,47,49,0,0,31,10,1,1,8,23,5,Safe Situation
80,48,49,0,0,31,11,0,0,9,25,6,Safe Situation
80,49,47,0,0,33,13,0,0,7,23,5,Safe Situation
